,text,sentiment
20069,still in the News Roomhowever with audio to turn around   just grab a tea look forward to after   when -PRON- get out in this rain,neutral
20070,pray for love in a lap dance and pay in naivety one of -PRON- fav song,positive
20071,cheer wish -PRON- have more font to play with,positive
20072,-PRON- pleasure -PRON- can not be with -PRON- mom on Mothers Day but -PRON- can spread love,positive
20073,dammit no one tweet from september noodle be also take,negative
20074,that s a good attitude,positive
20075,whenever -PRON- be mama   Lets do -PRON-,positive
20076,the class with -PRON- student be over   go to miss -PRON-,negative
20077,mary hate -PRON- again   i wana walmart -PRON- butno one want to go,negative
20078,be idiot   ok mostly -PRON- be skint but hell -PRON- could have do something,negative
20079,in -PRON- case -PRON- go to be exam show -PRON- a thing or two   -PRON- be very much hopeful about November   though,positive
20080,ohh i would def give -PRON-   u but tht be kenyattas cam not mine   sry but i want tht pic,negative
20081,Happy Mothers Day Justin Timberlakes version a mother day gift     too funny,positive
20082,cool not a big user of DM though,neutral
20083,-PRON- freakin hot and humid today,negative
20084,-PRON- be here if u need to vent,positive
20085,-PRON- think -PRON- may fall in love with jihoon in boy over flower,positive
20086,thank for the add   Ill try again sign in later when -PRON- get home if still no such luck then Ill email someone,positive
20087,Perth Awesomelove top gearwhos -PRON- favouriteGot to admit i have a soft spot for captain slow,positive
20088,wait for landlord to come see about -PRON- shower,neutral
20089,ohhh yea -PRON- be from the same film   and this one have be a fave for a longgggg time   for humma humma,positive
20090,this be great curlupinaballandread later -PRON- wish -PRON- have a book,positive
20091,hahaha yeah i see that but -PRON- can not twitter -PRON- back,neutral
20092,Dï¿½a sin sol grrrrrrr ï¿½why ï¿½whyyy,neutral
20093,-PRON- do not dig emo   or that but -PRON- like this song sorry emo,positive
20094,be hang out with the roomie -PRON- adore the   gentleman -PRON- live with great people and a good talk when discuss boy issue,positive
20095,agree with -PRON- about facehunter   embarrassing representation compare to swede who all look like -PRON- be bear stylish,positive
20096,yes -PRON- am go to be a SOPHMORE in COLLEGE Geez can not get a job cause everyone think -PRON- be fifteen,negative
20097,be back here in plurk,neutral
20098,another nice day again work in Goderich today so -PRON- can walk   enjoy the weather,positive
20099,thinkin twitter be really quite borin,negative
20100,winter flu have to twitter about logie to get notice haha -PRON- love rove,positive
20101,good night -PRON- twitter people,positive
20102,-PRON- hate when -PRON- bf beat da dog but -PRON- guess that the only way to teach these pitt,negative
20103,BOYSTOWN   Ill leave for Eastwood in,neutral
20104,happy morning to everyone,positive
20105,ooh good   -PRON- be start with the hard one go to be at -PRON- all day -PRON- have lock -PRON- door and -PRON- be only leave for food and toilet x,positive
20106,wish people would not be so stubborn sometimes,positive
20107,-PRON- just fill out the form to stop contribute to the retirement account i have set up with -PRON- employer   -PRON- have to pay off -PRON- credit card,neutral
20108,what -PRON- think ur go somewhere that s why -PRON- do not invitw u,neutral
20109,tnx for the repLy on myspace,neutral
20110,be not -PRON- lovely be not -PRON- beautiful Sorry Stevie -PRON- be not really in a position to make that judgement   steviewonder,negative
20111,fc sound good   maybe some player quote photo etc -PRON- be live in WA atm so would love bit and piece from the Ady and Sun,neutral
20112,awesome night in the city,positive
20113,head to yale Grandmother in car accident,negative
20114,luvvv -PRON- but one aquestionwhy be not there any full moon crazy tour date for toronto,neutral
20115,Ugh -PRON- hate bad grade   time -PRON- have ever fail a class and no as b B D w -PRON- -PRON- not like -PRON- at all,negative
20116,Chillen with Csla wait to start Watchin pacquiao rerun,neutral
20117,get to clean the bathroom today,neutral
20118,new top,neutral
20119,haha thank for listen to -PRON- rant on and on about nothing   have a good night,positive
20120,leave up due to outoffocus projection    hopefully -PRON- complaint to theater management will get -PRON- fix for everyone else still there,neutral
20121,Arrggghhhdang post office   do not get the package in yet may have to wait until tomorrow,negative
20122,nope   not that -PRON- have to worry about the possibility -PRON- be more worried about GOOGs design than -PRON- personal taste actually,negative
20123,just study accord to the note that -PRON- have to copy and -PRON- will be fine,positive
20124,THANKYOU    iloveyoutwoooo,positive
20125,congrat dreps and good luck sa interview,positive
20126,road trip to cincy to the limb store,neutral
20127,cupcake -PRON- think only    -PRON- get confused easy tho LOL -PRON- hope so if so two stop follow -PRON-   -PRON- know one do already,neutral
20128,follow both because -PRON- do not know which one will send -PRON- PS do not get -PRON- hope up because -PRON- may not sen -PRON-,negative
20129,be sad yo hear about Ashleycat,negative
20130,ok get to get -PRON- sub before everyone wake up,neutral
20131,do not worry be happy Ryan,positive
20132,-PRON- good Vanilla in memory be from the Sharffenberger factory gift shop not sure where to get -PRON- now,positive
20133,so -PRON- get up go outside plant a few flower and watch a lee evans DVD who know bank holiday be so fun,positive
20134,Ughhhhmad as ppl make -PRON- some timesI do not like   have   do yucky thng   -PRON- be not cut out   deal w hr stufppls tear kill -PRON-,negative
20135,-PRON- wish -PRON- could really do that   -PRON- love have u around Ill see what -PRON- can do   try to use that national champ pull lol,positive
20136,listen to Fountain of youth by Supastition    how -PRON- have be feel about music these day,neutral
20137,-PRON- be blonde   slowly but surely -PRON- be blonde   i wana scratch -PRON- hair but -PRON- be not allow,negative
20138,-PRON- nto as good,negative
20139,entonces estas perdonada porque sigue a tom conrad who -PRON- all know be make of awesome,positive
20140,-PRON- need to check -PRON- TOS Loic be -PRON- allow to sleep -PRON- do not remember any mention of sleep there,neutral
20141,-PRON- be at mcdonald eat chicken nugget with -PRON- kid so embarrase -PRON- drop -PRON- soda   haha -PRON- fall out of -PRON- tray lol,negative
20142,aaaw that s very sweet of -PRON- -PRON- girl friend got to drag -PRON- hubby just so -PRON- can niteout unless -PRON- beer LoL,positive
20143,happy mothers day mummy   i love -PRON- xo,positive
20144,great lunch at baby bull   now time for work til,positive
20145,be now go to see -PRON- very ill uncle on saturday and the night at -PRON- house as even more bad news have come up,negative
20146,Panera be not be nice to -PRON- iPhone,negative
20147,-PRON- internet be be a   again wtf i think -PRON- be go to sleep afterward internet be drive -PRON- crazyyy,negative
20148,geez   year -PRON- d think -PRON- would have have that check out year ago,negative
20149,-PRON- just see a shoot star -PRON- make -PRON- wish,positive
20150,lunch be boringgg   drive after school today ugh hope i do well with mr Dodd,negative
20151,last day at Adobe   buuuut -PRON- just register for online tech writing course,neutral
20152,-PRON- wanna see the Jonas Brothers in concert,neutral
20153,what about -PRON- body by Tom Novy or Voodoo Child by Rogue trader -PRON- be from   good memory from these song,positive
20154,-PRON- have be a fan of your for year and -PRON- have be such an inspiration to -PRON- -PRON- be truly -PRON- idol   good wish to -PRON-,positive
20155,GOD SCHOOL be go to suck   NEXT YEAR,negative
20156,still rain here in the BayI forget what sunshine look like,negative
20157,be -PRON- guy dead again   -PRON- can not load -PRON- up,negative
20158,err -PRON- can turn on optimized jscss   caching once -PRON- deploy the thing but -PRON- hear what -PRON- be say,neutral
20159,Sunday morning and i realise -PRON- be a film snob   as -PRON- say on MSN entertainment,positive
20160,haha yes -PRON- do   -PRON- hard work too -PRON- do not get home until   am not like -PRON- sleep haha,neutral
20161,last day in Dijon,neutral
20162,Happy Mothers Day   -PRON- be at the beach with -PRON- family -PRON- a warm clear night with a beautiful full moon,positive
20163,do not ignore -PRON-,neutral
20164,Head be pound   well not really pound more like tap -PRON- suppose   Homework time,negative
20165,herdman middleclick be addictive what can i say,neutral
20166,just a concert i can not go to due to trial,neutral
20167,LOL NOPE see a show on tv that claim so figure -PRON- d try and get -PRON- own nonmedia stat,neutral
20168,-PRON- be pretty sure -PRON- bum shape will still be imprint there,positive
20169,-PRON- mum be really happy about -PRON- pretty small present oh wow tomorrow -PRON- can test one of -PRON- present one of the pasta recepie,positive
20170,-PRON- can not believe -PRON- Monday already a week in Vancouver already go what a good weekend,positive
20171,-PRON- do not wanna go to work,negative
20172,these girl make -PRON- giggle   twinz twinz Godda hit up the bbq in a few,positive
20173,perfect thank -PRON- enjoy -PRON- sunday of no work,positive
20174,that s a bad start to the day,negative
20175,take that back -PRON- be insult,negative
20176,Charlene -PRON- love -PRON- miss -PRON-,negative
20177,be ready for summer,neutral
20178,haha -PRON- do have a nice ring to -PRON-   Lets get use to that ok iloveyoutoo,positive
20179,haha tell -PRON- about -PRON- have have this feeling everyday of this week,neutral
20180,google away,neutral
20181,Hahah Love -PRON-,positive
20182,i like -PRON- and all butttt -PRON- not go to have -PRON- at the august   concert which hurt -PRON- feeler,neutral
20183,massive morning -PRON- be stuff now,neutral
20184,be debate give twitter a proper go now to try and understand -PRON-,neutral
20185,on -PRON- way to nottinghamI so do not want to be go,negative
20186,jass warn -PRON-   u go to nxt wari be there to have fun,positive
20187,this be what i think about the world   at hannah montana set -PRON- be miss tennessee ALOT today,negative
20188,-PRON- have trouble with Starship trooper -PRON- be mean to the great big pink bug,negative
20189,yup Most of -PRON- hack be all for fun   here a quick video -PRON- make of -PRON- Ill follow up when -PRON- do,neutral
20190,-PRON- be a hard weekend too much alcohol on these   weinf,negative
20191,-PRON- be okay -PRON- be going to go to the park and play some ball not in the good of mood got stress to relieve,neutral
20192,go to work soon and so excited   ugh -PRON- d rather pluck -PRON- fingernail off,positive
20193,i suppose this will be in the blog post but could u email -PRON- who be there too,neutral
